datetime,open,high,low,close,volume
2026-03-08T22:00:00,1.3346,1.3346,1.3318,1.3326,13
2026-03-08T22:30:00,1.3326,1.3326,1.3315,1.3315,9
2026-03-08T23:00:00,1.3314,1.3321,1.331,1.331,3
2026-03-08T23:30:00,1.33,1.33,1.33,1.33,2
2026-03-09T00:00:00,1.3308,1.3308,1.3294,1.3294,16
2026-03-09T00:30:00,1.33,1.33,1.33,1.33,1
2026-03-09T01:00:00,1.3294,1.3294,1.3283,1.3283,29
2026-03-09T01:30:00,1.3297,1.3297,1.3291,1.3291,2
2026-03-09T02:00:00,1.3299,1.3299,1.3291,1.3291,2
2026-03-09T03:30:00,1.3291,1.3291,1.3289,1.3289,8
2026-03-09T05:00:00,1.3296,1.3328,1.3296,1.3323,33
2026-03-09T05:30:00,1.3326,1.3335,1.3318,1.3335,9
2026-03-09T06:00:00,1.332,1.332,1.332,1.332,1
2026-03-09T06:30:00,1.3322,1.3322,1.3322,1.3322,1
2026-03-09T07:00:00,1.331,1.3323,1.3307,1.3323,11
2026-03-09T07:30:00,1.3327,1.3346,1.3327,1.3346,23
2026-03-09T08:00:00,1.3338,1.3338,1.3326,1.3326,7
2026-03-09T08:30:00,1.3309,1.3309,1.3303,1.3303,5
2026-03-09T09:00:00,1.3322,1.334,1.3322,1.334,7
2026-03-09T09:30:00,1.3335,1.3358,1.3335,1.3341,30
2026-03-09T10:00:00,1.3344,1.3344,1.3329,1.3329,3
2026-03-09T10:30:00,1.3337,1.3342,1.3334,1.3342,9
2026-03-09T11:00:00,1.3347,1.3347,1.3347,1.3347,1
2026-03-09T11:30:00,1.3344,1.3346,1.3342,1.3346,5
2026-03-09T12:00:00,1.3347,1.3357,1.3347,1.335,12
2026-03-09T12:30:00,1.3354,1.3355,1.3349,1.3349,9
2026-03-09T13:00:00,1.3352,1.3373,1.3352,1.3373,9
2026-03-09T13:30:00,1.3377,1.338,1.3367,1.3375,11
2026-03-09T14:00:00,1.3368,1.3368,1.336,1.336,5
2026-03-09T14:30:00,1.3364,1.3378,1.3364,1.3378,18
2026-03-09T15:00:00,1.339,1.34,1.339,1.339,21
2026-03-09T15:30:00,1.3384,1.34,1.3384,1.34,6
2026-03-09T16:00:00,1.3396,1.34,1.3389,1.3396,26
2026-03-09T16:30:00,1.34,1.3405,1.339,1.339,40
