datetime,open,high,low,close,volume
2026-01-20T14:30:00,229.575,230.475,229.55,229.85,513
2026-01-20T15:00:00,229.9,230.5,229.575,230.35,521
2026-01-20T15:30:00,230.275,230.6,230.075,230.3,263
2026-01-20T16:00:00,230.25,230.975,229.975,230.175,410
2026-01-20T16:30:00,230.15,231.2,229.925,230.4,253
2026-01-20T17:00:00,230.35,231.075,230.3,230.825,126
2026-01-20T17:30:00,230.8,230.875,230.5,230.75,126
2026-01-20T18:00:00,230.825,231.25,230.7,230.75,163
2026-01-20T18:30:00,230.825,230.925,230.225,230.65,598
2026-01-20T19:00:00,230.625,230.825,230.6,230.75,118
2026-01-21T14:30:00,230.475,231.15,229.15,229.875,1120
2026-01-21T15:00:00,229.85,230.9,229.85,230.8,328
2026-01-21T15:30:00,230.8,231.375,230.525,230.9,325
2026-01-21T16:00:00,230.775,230.95,230.525,230.6,152
2026-01-21T16:30:00,230.525,230.975,230.5,230.55,107
2026-01-21T17:00:00,230.55,231.25,230.55,231.25,78
2026-01-21T17:30:00,231.125,231.325,231.0,231.275,117
2026-01-21T18:00:00,231.15,231.375,231.1,231.225,137
2026-01-21T18:30:00,231.125,231.15,230.675,230.825,642
2026-01-21T19:00:00,230.8,230.85,230.775,230.85,65
2026-01-22T14:30:00,230.6,231.525,230.475,231.075,969
2026-01-22T15:00:00,231.075,231.575,230.875,231.5,450
2026-01-22T15:30:00,231.475,231.75,231.125,231.125,209
2026-01-22T16:00:00,231.025,231.175,230.675,230.725,239
2026-01-22T16:30:00,230.75,231.025,230.525,230.55,132
2026-01-22T17:00:00,230.575,230.975,230.5,230.925,112
2026-01-22T17:30:00,230.95,231.225,230.825,230.9,78
2026-01-22T18:00:00,230.875,231.15,230.825,231.15,143
2026-01-22T18:30:00,231.2,231.225,230.85,230.925,416
2026-01-22T19:00:00,230.925,231.05,230.875,230.9,62
2026-01-23T14:30:00,231.175,231.3,229.2,229.4,1157
2026-01-23T15:00:00,229.425,229.775,228.925,229.6,1219
2026-01-23T15:30:00,229.625,231.45,229.5,231.35,812
2026-01-23T16:00:00,231.35,232.9,231.3,232.4,656
2026-01-23T16:30:00,232.425,233.8,232.3,233.475,452
2026-01-23T17:00:00,233.4,233.45,232.725,233.35,336
2026-01-23T17:30:00,233.375,233.525,232.35,232.425,815
2026-01-23T18:00:00,232.525,232.9,232.5,232.8,104
2026-01-23T18:30:00,232.75,232.875,232.4,232.525,524
2026-01-23T19:00:00,232.5,232.575,232.375,232.55,166
2026-01-26T14:30:00,232.725,233.6,232.375,233.325,1354
2026-01-26T15:00:00,233.35,233.975,232.9,233.3,524
2026-01-26T15:30:00,233.425,233.65,233.15,233.425,207
2026-01-26T16:00:00,233.425,233.5,232.375,232.525,518
2026-01-26T16:30:00,232.5,233.575,232.375,233.475,330
2026-01-26T17:00:00,233.4,233.45,232.475,233.05,346
2026-01-26T17:30:00,232.825,233.175,232.825,233.025,67
2026-01-26T18:00:00,233.125,233.55,233.125,233.45,85
2026-01-26T18:30:00,233.525,233.95,233.5,233.675,441
2026-01-26T19:00:00,233.7,233.75,233.575,233.575,62
2026-01-27T14:30:00,233.275,233.775,233.025,233.25,594
2026-01-27T15:00:00,233.25,233.5,233.0,233.05,329
2026-01-27T15:30:00,233.075,233.2,232.125,232.65,625
2026-01-27T16:00:00,232.675,233.325,232.65,233.275,260
2026-01-27T16:30:00,233.3,233.75,233.0,233.55,315
2026-01-27T17:00:00,233.45,233.65,233.225,233.3,185
2026-01-27T17:30:00,233.225,233.425,233.125,233.175,103
2026-01-27T18:00:00,233.15,233.25,232.775,233.15,237
2026-01-27T18:30:00,233.15,233.325,232.925,233.275,356
2026-01-27T19:00:00,233.275,233.325,233.2,233.25,47
2026-01-28T14:30:00,232.8,233.3,232.5,232.575,727
2026-01-28T15:00:00,232.55,233.075,231.6,233.025,1091
2026-01-28T15:30:00,233.025,233.1,232.575,232.675,229
2026-01-28T16:00:00,232.75,234.1,232.675,234.075,624
2026-01-28T16:30:00,234.15,234.45,233.875,234.175,837
2026-01-28T17:00:00,234.25,234.3,233.65,233.775,393
2026-01-28T17:30:00,233.8,234.325,233.675,234.075,557
2026-01-28T18:00:00,234.025,234.3,233.95,234.25,266
2026-01-28T18:30:00,234.325,234.7,234.25,234.475,483
2026-01-28T19:00:00,234.475,234.475,234.25,234.325,49
2026-01-29T14:30:00,234.475,235.35,234.175,234.5,1441
2026-01-29T15:00:00,234.325,234.625,233.85,233.975,429
2026-01-29T15:30:00,233.95,234.0,233.475,233.825,437
2026-01-29T16:00:00,233.85,234.375,233.375,234.225,366
2026-01-29T16:30:00,234.2,234.35,233.825,233.925,185
2026-01-29T17:00:00,233.95,234.15,233.9,233.95,180
2026-01-29T17:30:00,233.925,234.0,233.6,233.625,212
2026-01-29T18:00:00,233.65,233.725,233.45,233.6,229
2026-01-29T18:30:00,233.6,233.6,233.1,233.3,711
2026-01-29T19:00:00,233.35,233.35,233.225,233.3,87
2026-01-30T14:30:00,233.5,233.55,232.025,233.3,826
2026-01-30T15:00:00,233.325,233.525,232.225,232.275,257
2026-01-30T15:30:00,232.3,234.35,232.1,234.225,756
2026-01-30T16:00:00,234.15,234.925,233.975,234.825,1172
2026-01-30T16:30:00,234.85,234.95,233.2,233.525,901
2026-01-30T17:00:00,233.575,233.575,232.475,232.675,607
2026-01-30T17:30:00,232.65,232.7,231.25,232.425,1480
2026-01-30T18:00:00,232.325,232.375,231.075,231.7,670
2026-01-30T18:30:00,231.5,231.95,231.225,231.825,764
2026-01-30T19:00:00,231.825,232.0,231.625,231.65,164
2026-02-02T14:30:00,232.875,234.975,232.875,234.875,1994
2026-02-02T15:00:00,234.875,235.525,234.575,235.35,1227
2026-02-02T15:30:00,235.275,235.3,234.325,234.375,598
2026-02-02T16:00:00,234.3,234.9,234.225,234.475,508
2026-02-02T16:30:00,234.475,234.725,234.0,234.675,549
2026-02-02T17:00:00,234.7,235.25,234.35,235.225,348
2026-02-02T17:30:00,235.25,235.25,234.95,235.125,221
2026-02-02T18:00:00,235.1,235.15,234.825,234.975,311
2026-02-02T18:30:00,234.925,235.15,234.125,234.2,647
2026-02-02T19:00:00,234.175,234.275,234.05,234.225,349
2026-02-03T14:30:00,234.6,235.05,233.625,234.0,1085
2026-02-03T15:00:00,234.025,234.25,233.5,234.05,569
2026-02-03T15:30:00,234.075,234.375,233.875,234.3,143
2026-02-03T16:00:00,234.35,235.075,234.2,234.925,687
2026-02-03T16:30:00,234.9,235.55,234.85,235.45,353
2026-02-03T17:00:00,235.45,235.95,235.425,235.825,340
2026-02-03T17:30:00,235.85,236.225,235.725,235.9,513
2026-02-03T18:00:00,236.0,236.4,235.875,236.075,686
2026-02-03T18:30:00,236.05,236.75,236.05,236.6,1187
2026-02-03T19:00:00,236.575,236.775,236.575,236.75,257
2026-02-04T14:30:00,236.775,238.35,236.45,237.9,1849
2026-02-04T15:00:00,237.825,238.8,237.8,238.8,1195
2026-02-04T15:30:00,238.8,239.375,238.2,238.25,1363
2026-02-04T16:00:00,238.275,238.8,237.325,237.95,781
2026-02-04T16:30:00,237.975,238.125,237.575,237.975,325
2026-02-04T17:00:00,237.925,238.0,237.3,237.35,211
2026-02-04T17:30:00,237.35,237.65,237.275,237.5,254
2026-02-04T18:00:00,237.55,237.575,236.875,237.525,297
2026-02-04T18:30:00,237.325,237.35,236.875,237.225,795
2026-02-04T19:00:00,237.225,237.25,237.075,237.1,62
2026-02-05T14:30:00,235.675,235.95,229.975,234.45,3681
2026-02-05T15:00:00,234.475,234.875,232.85,233.075,549
2026-02-05T15:30:00,232.95,234.025,232.75,233.575,806
2026-02-05T16:00:00,233.575,234.45,233.35,234.125,649
2026-02-05T16:30:00,234.125,234.6,233.7,234.1,555
2026-02-05T17:00:00,234.1,234.375,233.55,234.05,446
2026-02-05T17:30:00,233.975,234.225,233.375,233.65,434
2026-02-05T18:00:00,233.725,233.75,233.375,233.625,669
2026-02-05T18:30:00,233.7,233.9,232.0,232.175,1519
2026-02-05T19:00:00,232.2,232.425,232.125,232.375,169
2026-02-06T14:30:00,235.025,236.225,234.625,235.525,2032
2026-02-06T15:00:00,235.575,235.775,234.525,235.0,475
2026-02-06T15:30:00,234.95,235.025,234.65,235.025,164
2026-02-06T16:00:00,235.025,235.85,235.025,235.7,469
2026-02-06T16:30:00,235.75,236.3,235.75,236.15,605
2026-02-06T17:00:00,236.125,237.1,236.1,236.875,695
2026-02-06T17:30:00,236.95,237.0,236.575,236.6,192
2026-02-06T18:00:00,236.55,236.725,233.85,234.1,1331
2026-02-06T18:30:00,234.025,234.55,233.0,233.85,1463
2026-02-06T19:00:00,233.875,234.3,233.85,234.25,187
2026-02-09T14:30:00,234.725,235.85,234.375,235.375,1312
2026-02-09T15:00:00,235.35,235.55,234.9,235.3,305
2026-02-09T15:30:00,235.3,235.575,234.425,234.6,483
2026-02-09T16:00:00,234.6,234.725,233.925,234.075,615
2026-02-09T16:30:00,234.025,234.75,233.325,234.125,862
2026-02-09T17:00:00,234.1,234.15,233.55,233.775,372
2026-02-09T17:30:00,233.75,234.3,233.725,234.075,160
2026-02-09T18:00:00,233.925,234.6,233.775,234.525,195
2026-02-09T18:30:00,234.575,234.65,234.15,234.375,780
2026-02-09T19:00:00,234.35,234.5,234.3,234.375,197
2026-02-10T14:30:00,234.6,234.925,233.9,234.925,737
2026-02-10T15:00:00,234.875,235.325,234.675,234.8,553
2026-02-10T15:30:00,234.8,234.85,233.85,234.1,407
2026-02-10T16:00:00,234.1,234.575,233.6,234.475,442
2026-02-10T16:30:00,234.5,234.85,234.15,234.725,505
2026-02-10T17:00:00,234.7,235.025,234.1,234.2,499
2026-02-10T17:30:00,234.25,234.275,233.45,233.65,643
2026-02-10T18:00:00,233.65,234.325,233.45,233.975,437
2026-02-10T18:30:00,234.0,234.425,233.725,233.8,1241
2026-02-10T19:00:00,233.775,233.975,233.725,233.825,299
2026-02-11T14:30:00,234.125,234.6,233.525,234.6,1065
2026-02-11T15:00:00,234.525,234.9,234.025,234.65,784
2026-02-11T15:30:00,234.675,235.375,234.675,235.325,474
2026-02-11T16:00:00,235.325,236.375,235.25,236.125,954
2026-02-11T16:30:00,236.15,236.65,236.15,236.425,442
2026-02-11T17:00:00,236.45,236.85,236.375,236.7,340
2026-02-11T17:30:00,236.675,236.7,236.4,236.525,247
2026-02-11T18:00:00,236.525,236.9,236.525,236.75,302
2026-02-11T18:30:00,236.75,236.95,236.5,236.6,1078
2026-02-11T19:00:00,236.575,236.625,236.45,236.45,172
2026-02-12T14:30:00,236.5,236.95,235.625,235.85,1264
2026-02-12T15:00:00,235.925,236.85,235.6,236.75,697
2026-02-12T15:30:00,236.775,236.875,235.825,235.9,412
2026-02-12T16:00:00,235.85,236.05,235.175,235.3,339
2026-02-12T16:30:00,235.225,235.4,235.0,235.25,306
2026-02-12T17:00:00,235.275,235.65,234.975,235.45,450
2026-02-12T17:30:00,235.625,236.0,235.5,235.725,258
2026-02-12T18:00:00,235.7,236.025,235.525,235.85,228
2026-02-12T18:30:00,235.85,236.375,235.725,236.35,1111
2026-02-12T19:00:00,236.35,236.375,236.175,236.325,134
2026-02-13T14:30:00,236.1,236.8,236.0,236.05,845
2026-02-13T15:00:00,236.075,237.15,235.975,237.025,714
2026-02-13T15:30:00,237.05,237.2,236.175,236.55,496
2026-02-13T16:00:00,236.6,237.15,235.1,235.575,656
2026-02-13T16:30:00,235.625,236.375,235.275,235.575,451
2026-02-13T17:00:00,235.525,236.125,235.45,235.8,274
2026-02-13T17:30:00,235.65,236.45,235.6,236.225,196
2026-02-13T18:00:00,236.225,236.7,236.2,236.375,534
2026-02-13T18:30:00,236.425,236.5,235.975,236.15,651
2026-02-13T19:00:00,236.175,236.175,235.9,235.925,105
2026-02-17T14:30:00,237.75,239.15,237.65,238.95,2754
2026-02-17T15:00:00,238.975,239.225,238.75,239.125,842
2026-02-17T15:30:00,239.15,239.15,238.325,238.35,781
2026-02-17T16:00:00,238.4,238.7,237.7,238.2,1024
2026-02-17T16:30:00,238.075,238.3,237.8,238.225,274
2026-02-17T17:00:00,238.125,238.325,237.9,238.25,408
2026-02-17T17:30:00,238.275,238.45,238.2,238.35,170
2026-02-17T18:00:00,238.375,238.575,238.325,238.55,294
2026-02-17T18:30:00,238.525,238.575,238.275,238.45,876
2026-02-17T19:00:00,238.4,238.4,238.125,238.25,140
2026-02-18T14:30:00,238.25,238.575,237.675,238.475,1278
2026-02-18T15:00:00,238.475,238.7,237.95,238.1,518
2026-02-18T15:30:00,238.125,238.5,238.0,238.075,388
2026-02-18T16:00:00,238.05,238.55,237.875,238.475,769
2026-02-18T16:30:00,238.575,238.775,238.45,238.45,467
2026-02-18T17:00:00,238.4,238.5,238.0,238.4,349
2026-02-18T17:30:00,238.4,238.825,238.325,238.525,286
2026-02-18T18:00:00,238.525,238.575,238.375,238.4,221
2026-02-18T18:30:00,238.425,238.7,238.35,238.375,530
2026-02-18T19:00:00,238.4,238.5,238.275,238.5,229
2026-02-19T14:30:00,238.45,238.625,237.85,238.3,826
2026-02-19T15:00:00,238.2,238.825,238.075,238.25,595
2026-02-19T15:30:00,238.225,239.575,238.1,239.45,970
2026-02-19T16:00:00,239.475,239.55,237.975,238.075,747
2026-02-19T16:30:00,238.125,238.85,237.8,238.7,643
